Matricola,idSubject,Mark
670051,s001,18
670051,s002,21
670051,s003,18
670051,s004,20
670051,s005,23
670051,s006,23
670051,s007,24
670051,s008,20
670051,s009,19
670051,s010,25
670051,s011,18
670051,s012,24
670051,s013,18
670051,s014,25
670051,s016,19
670051,s017,20
670051,s018,25
670051,s019,26
670051,s023,23
670051,s024,28
670051,s025,19
670051,s026,20
670051,s027,27
670052,s001,30
670052,s002,24
670052,s003,28
670052,s004,18
670052,s005,27
670052,s006,19
670052,s007,29
670052,s008,30
670052,s009,28
670052,s010,26
670052,s011,28
670052,s012,21
670052,s013,30
670052,s014,27
670052,s015,30
670052,s016,23
670052,s017,23
670052,s018,27
670052,s019,19
670052,s023,20
670052,s024,25
670052,s025,18
670052,s026,29
670052,s027,24
670053,s001,23
670053,s002,27
670053,s003,19
670053,s004,30
670053,s005,18
670053,s006,27
670053,s007,25
670053,s008,29
670053,s009,27
670053,s010,26
670053,s011,22
670053,s012,20
670053,s013,24
670053,s014,23
670053,s015,25
670053,s016,19
670053,s017,27
670053,s018,18
670053,s019,26
670053,s023,28
670053,s024,25
670053,s025,23
670053,s026,18
670053,s027,22
670054,s005,26
670054,s010,19
670054,s011,21
670054,s013,19
670054,s014,22
670054,s019,26
670054,s020,29
670054,s024,24
670054,s025,19
670054,s026,26
670055,s003,19
670055,s005,21
670055,s008,25
670055,s011,26
670055,s013,27
670055,s015,26
670055,s018,29
670055,s019,23
670055,s020,20
670056,s003,21
670056,s004,22
670056,s005,27
670056,s006,29
670056,s007,20
670057,s003,25
670057,s005,29
670057,s006,22
670057,s007,20
670057,s009,18
670057,s011,28
670057,s015,22
670057,s017,25
670057,s018,27
670057,s019,19
670057,s020,23
670057,s023,26
670057,s025,23
670057,s026,21
670057,s027,26
670058,s001,23
670058,s002,21
670058,s003,25
670058,s004,30
670058,s005,29
670058,s006,25
670058,s007,29
670058,s008,25
670058,s009,21
670058,s010,21
670058,s011,24
670058,s012,20
670058,s013,30
670058,s014,26
670058,s016,29
670058,s017,19
670058,s018,21
670058,s019,24
670058,s023,29
670058,s024,29
670058,s025,29
670058,s026,20
670058,s027,20
670059,s001,20
670059,s002,30
670059,s003,29
670059,s005,24
670059,s006,19
670059,s013,28
670059,s018,27
670059,s021,21
670060,s001,24
670060,s002,30
670060,s003,29
670060,s004,20
670060,s005,26
670060,s006,30
670060,s007,30
670060,s008,20
670060,s009,22
670060,s010,20
670060,s011,26
670060,s012,21
670060,s013,23
670060,s014,19
670060,s016,28
670060,s017,22
670060,s018,28
670060,s019,29
670060,s023,22
670060,s024,25
670060,s025,20
670060,s026,28
670060,s027,19
670061,s001,25
670061,s002,18
670061,s003,18
670061,s004,25
670061,s005,23
670061,s006,21
670061,s007,18
670061,s008,26
670061,s009,24
670061,s010,24
670061,s011,23
670061,s012,30
670061,s013,19
670061,s014,18
670061,s016,30
670061,s017,26
670061,s018,20
670061,s019,30
670061,s023,27
670061,s024,28
670061,s025,19
670061,s026,20
670061,s027,25
670062,s003,28
670062,s004,20
670062,s005,30
670062,s006,22
670062,s008,20
670062,s009,25
670062,s010,20
670062,s011,23
670062,s012,21
670062,s014,27
670062,s016,21
670062,s018,21
670062,s019,20
670063,s003,20
670063,s004,24
670063,s005,29
670063,s006,21
670063,s008,18
670063,s009,30
670063,s013,24
670063,s014,27
670063,s016,28
670063,s017,24
670063,s018,24
670063,s022,22
670063,s023,19
670063,s024,27
670063,s027,30
670064,s001,21
670064,s002,23
670064,s003,25
670064,s004,20
670064,s005,20
670064,s006,29
670064,s007,21
670064,s008,22
670064,s009,19
670064,s010,26
670064,s011,23
670064,s012,30
670064,s013,23
670064,s014,18
670064,s016,29
670064,s017,29
670064,s018,26
670064,s019,19
670064,s023,28
670064,s024,23
670064,s025,27
670064,s026,22
670064,s027,20
670065,s002,23
670065,s004,20
670065,s005,26
670065,s006,29
670065,s008,24
670065,s009,23
670066,s001,30
670066,s002,22
670066,s003,25
670066,s004,25
670066,s005,26
670066,s006,24
670066,s007,30
670066,s008,21
670066,s009,30
670066,s010,29
670066,s011,27
670066,s012,20
670066,s013,19
670066,s014,23
670066,s016,27
670066,s017,30
670066,s018,21
670066,s019,19
670066,s023,21
670066,s024,28
670066,s025,28
670066,s026,27
670066,s027,29
670067,s001,18
670067,s002,26
670067,s003,29
670067,s004,28
670067,s005,27
670067,s006,20
670067,s007,23
670067,s008,19
670067,s009,25
670067,s010,18
670067,s011,26
670067,s012,26
670067,s013,23
670067,s014,19
670067,s015,28
670067,s016,28
670067,s017,27
670067,s018,19
670067,s019,27
670067,s023,21
670067,s024,21
670067,s025,28
670067,s026,20
670067,s027,18
670068,s002,20
670068,s004,22
670068,s005,23
670068,s007,23
670068,s008,20
670068,s009,26
670068,s011,25
670068,s013,26
670068,s016,21
670068,s022,29
670069,s001,27
670069,s002,27
670069,s007,22
670069,s011,25
670069,s013,19
670069,s017,24
670069,s019,22
670069,s020,18
670069,s023,27
670069,s025,26
670069,s027,24
670070,s003,28
670070,s005,22
670070,s006,30
670070,s007,24
670070,s008,22
670071,s001,21
670071,s003,25
670071,s005,20
670071,s006,27
670071,s007,24
670071,s008,23
670071,s009,22
670071,s010,20
670071,s011,19
670071,s014,22
670071,s015,29
670071,s018,22
670071,s022,30
670072,s001,28
670072,s002,19
670072,s003,24
670072,s004,26
670072,s005,30
670072,s006,20
670072,s007,30
670072,s008,22
670072,s009,29
670072,s010,21
670072,s011,26
670072,s012,22
670072,s013,30
670072,s014,23
670072,s015,20
670072,s016,30
670072,s017,27
670072,s018,28
670072,s019,27
670072,s023,22
670072,s024,21
670072,s025,20
670072,s026,18
670072,s027,23
670073,s001,23
670073,s002,24
670073,s003,19
670073,s004,28
670073,s005,24
670073,s006,30
670073,s007,22
670073,s008,26
670073,s009,22
670073,s010,25
670073,s011,29
670073,s012,19
670073,s013,24
670073,s014,20
670073,s016,19
670073,s017,29
670073,s018,22
670073,s019,30
670073,s023,22
670073,s024,29
670073,s025,30
670073,s026,30
670073,s027,26
670074,s002,20
670074,s004,20
670074,s006,27
670074,s007,25
670074,s008,21
670074,s010,28
670074,s014,30
670074,s017,20
670074,s018,27
670074,s020,25
670074,s026,20
670075,s001,28
670075,s002,18
670075,s003,28
670075,s004,23
670075,s005,22
670075,s006,19
670075,s007,18
670075,s008,18
670075,s009,27
670075,s010,29
670075,s011,24
670075,s012,19
670075,s013,21
670075,s014,18
670075,s016,30
670075,s017,25
670075,s018,28
670075,s019,27
670075,s020,24
670075,s023,19
670075,s024,30
670075,s025,20
670075,s026,22
670075,s027,21
670076,s001,24
670076,s002,30
670076,s003,27
670076,s005,20
670076,s007,21
670076,s010,21
670076,s013,29
670076,s016,26
670076,s021,21
670076,s024,23
670076,s026,24
670076,s027,25
670077,s001,24
670077,s004,29
670077,s005,24
670077,s007,27
670077,s009,26
670077,s011,30
670077,s012,20
670077,s013,27
670077,s015,22
670077,s018,25
670077,s019,20
670077,s020,21
670078,s004,29
670078,s007,24
670078,s008,23
670078,s009,26
670078,s010,21
670078,s011,21
670078,s013,21
670078,s016,18
670078,s017,21
670078,s018,22
670078,s019,29
670078,s022,22
670078,s024,25
670078,s025,30
670079,s002,26
670079,s003,26
670079,s004,29
670079,s005,19
670079,s006,21
670079,s007,30
670079,s011,18
670079,s014,20
670079,s016,28
670079,s017,29
670079,s019,18
670079,s021,29
670079,s025,28
670079,s026,28
670079,s027,21
670080,s001,25
670080,s004,19
670080,s005,28
670080,s006,26
670080,s007,20
670080,s009,19
670080,s010,25
670081,s001,20
670081,s003,25
670081,s004,29
670081,s005,27
670081,s007,26
670081,s008,27
670082,s002,26
670082,s004,29
670082,s008,25
670082,s010,29
670083,s001,21
670083,s002,22
670083,s003,19
670083,s004,19
670083,s005,30
670083,s006,21
670083,s007,20
670083,s008,28
670083,s009,19
670083,s010,26
670083,s011,19
670083,s012,19
670083,s013,19
670083,s014,29
670083,s016,19
670083,s017,24
670083,s018,26
670083,s019,29
670083,s023,24
670083,s024,19
670083,s025,28
670083,s026,25
670083,s027,30
670084,s001,27
670084,s006,22
670084,s007,29
670084,s010,25
670084,s011,30
670084,s016,19
670084,s018,24
670084,s020,27
670085,s002,29
670085,s004,20
670085,s007,22
670085,s013,23
670085,s016,28
670085,s018,27
670085,s021,28
670085,s023,21
670085,s024,30
670085,s025,26
670086,s003,26
670086,s007,20
670086,s009,19
670086,s011,23
670086,s013,23
670086,s014,18
670086,s016,27
670086,s019,23
670086,s020,26
670087,s001,27
670087,s004,26
670087,s005,18
670087,s007,25
670087,s008,28
670087,s009,28
670087,s012,19
670087,s015,22
670087,s016,23
670087,s017,29
670087,s019,18
670087,s020,29
670087,s023,30
670087,s024,20
670087,s025,19
670087,s027,22
670088,s002,30
670088,s004,20
670088,s005,23
670088,s011,28
670088,s013,29
670088,s014,18
670088,s015,29
670088,s016,27
670088,s020,29
670088,s023,20
670088,s027,29
670089,s003,19
670089,s005,29
670089,s006,23
670089,s008,22
670089,s009,20
670089,s011,28
670089,s012,28
670089,s013,28
670089,s017,24
670089,s018,19
670089,s019,20
670089,s020,20
670090,s001,21
670090,s002,21
670090,s003,30
670090,s004,24
670090,s005,21
670090,s006,25
670090,s007,21
670090,s008,28
670090,s009,22
670090,s010,24
670090,s011,28
670090,s012,30
670090,s013,19
670090,s014,20
670090,s015,24
670090,s016,26
670090,s017,21
670090,s018,19
670090,s019,19
670090,s023,26
670090,s024,23
670090,s025,21
670090,s026,26
670090,s027,30
670091,s003,28
670091,s004,25
670091,s006,19
670091,s008,22
670091,s010,18
670091,s013,27
670091,s014,28
670091,s016,26
670091,s017,19
670091,s019,19
670091,s020,29
670092,s004,28
670092,s006,28
670092,s008,20
670092,s009,27
670092,s010,26
670092,s014,19
670092,s017,28
670092,s020,23
670093,s001,19
670093,s002,27
670093,s003,29
670093,s004,27
670093,s005,29
670093,s006,22
670093,s007,21
670093,s008,18
670093,s009,22
670093,s010,29
670093,s011,27
670093,s012,26
670093,s013,27
670093,s014,19
670093,s016,22
670093,s017,27
670093,s018,19
670093,s019,27
670093,s023,29
670093,s024,29
670093,s025,21
670093,s026,29
670093,s027,27
670094,s002,30
670094,s004,24
670094,s006,27
670094,s009,26
670094,s010,28
670094,s011,22
670094,s013,21
670094,s014,22
670094,s016,19
670094,s021,24
670094,s025,26
670094,s027,29
670095,s001,28
670095,s002,30
670095,s003,20
670095,s004,23
670095,s005,24
670095,s006,20
670095,s007,27
670095,s008,18
670095,s009,24
670095,s010,19
670095,s011,29
670095,s012,20
670095,s013,18
670095,s014,24
670095,s015,24
670095,s016,27
670095,s017,23
670095,s018,22
670095,s019,30
670095,s023,28
670095,s024,26
670095,s025,21
670095,s026,19
670095,s027,25
670096,s001,18
670096,s002,30
670096,s005,22
670096,s006,30
670096,s007,26
670096,s009,29
670096,s010,20
670097,s001,21
670097,s002,20
670097,s003,29
670097,s004,26
670097,s006,28
670097,s007,28
670097,s008,30
670097,s009,19
670097,s010,29
670097,s012,18
670097,s016,25
670097,s020,29
670097,s024,27
670098,s002,28
670098,s003,28
670098,s005,20
670098,s008,25
670098,s009,28
670098,s010,27
670099,s003,20
670099,s005,23
670099,s006,18
670099,s007,24
670099,s008,22
670099,s012,20
670099,s013,29
670099,s015,20
670099,s017,22
670099,s018,28
670099,s020,21
670100,s030,21
670100,s031,26
670100,s032,26
670100,s033,27
670100,s034,30
670100,s035,28
670100,s039,21
670100,s041,18
670101,s030,29
670101,s031,22
670101,s032,27
670101,s033,19
670101,s034,30
670101,s035,21
670101,s039,22
670101,s041,26
670102,s039,27
670103,s030,27
670103,s031,24
670103,s032,28
670103,s033,21
670103,s034,28
670103,s035,25
670103,s039,28
670103,s041,22
670104,s030,21
670104,s031,22
670104,s034,29
670104,s035,23
670105,s034,18
670105,s039,23
670106,s031,25
670106,s032,28
670106,s033,21
670106,s039,26
670107,s030,20
670107,s031,22
670107,s032,24
670107,s033,30
670107,s034,19
670107,s035,29
670107,s039,26
670107,s041,24
670108,s031,18
670108,s039,21
670109,s030,28
670109,s031,28
670109,s033,26
670109,s034,24
670109,s035,22
670109,s037,27
670110,s030,20
670110,s032,20
670110,s034,18
670110,s035,19
670110,s037,19
670110,s039,19
670111,s032,30
670111,s034,27
670111,s037,24
670111,s039,24
670112,s031,24
670112,s032,22
670112,s033,30
670112,s034,29
670112,s035,29
670112,s039,20
670113,s031,19
670113,s032,18
670113,s033,20
670113,s034,18
670113,s041,19
670114,s032,23
670114,s033,19
670114,s035,24
670114,s041,18
670115,s030,30
670115,s032,22
670115,s033,18
670115,s034,28
670115,s036,29
670115,s041,22
670115,s043,22
670116,s031,21
670116,s035,28
670116,s039,30
670116,s041,28
670117,s030,28
670117,s033,29
670117,s035,20
670117,s039,26
670118,s030,26
670118,s032,19
670118,s034,26
670119,s032,28
670119,s035,29
670120,s030,24
670120,s031,27
670120,s032,27
670120,s033,21
670120,s034,22
670120,s035,20
670120,s039,22
670120,s041,21
670121,s030,20
670121,s031,21
670121,s032,28
670121,s034,26
670121,s035,19
670122,s030,26
670122,s031,24
670122,s032,24
670122,s033,28
670122,s034,22
670123,s031,22
670124,s030,30
670124,s034,25
670124,s035,22
670124,s037,18
670124,s041,24
670125,s031,19
670125,s032,25
670125,s034,23
670125,s035,23
670126,s032,24
670126,s033,23
670126,s035,23
670127,s030,27
670127,s031,25
670127,s032,24
670127,s033,26
670127,s034,19
670127,s035,29
670127,s037,23
670127,s039,18
670127,s041,18
670128,s030,20
670128,s033,22
670128,s034,26
670129,s030,18
670129,s033,27
670129,s034,18
670130,s031,19
670130,s034,28
670130,s039,18
670131,s030,26
670131,s031,25
670131,s032,30
670131,s033,22
670131,s034,19
670131,s035,20
670131,s037,25
670131,s039,24
670131,s041,27
670132,s030,23
670132,s031,24
670132,s033,28
670132,s034,19
670132,s035,20
670132,s037,29
670132,s039,25
670133,s030,21
670133,s033,22
670133,s034,28
670133,s037,20
670133,s039,28
670133,s041,23
670134,s033,29
670134,s035,26
670135,s033,28
670135,s039,29
670135,s041,28
670136,s031,24
670136,s032,18
670137,s030,18
670137,s031,20
670137,s032,29
670137,s033,24
670137,s034,27
670137,s035,18
670137,s037,30
670137,s039,21
670137,s041,30
670138,s030,21
670138,s031,28
670138,s032,26
670138,s033,22
670138,s034,30
670138,s035,19
670138,s039,22
670138,s041,21
670139,s031,20
670139,s035,20
670139,s039,29
670140,s030,25
670140,s031,18
670140,s033,29
670140,s034,22
670140,s035,21
670141,s030,26
670141,s031,20
670141,s032,26
670141,s033,26
670141,s034,18
670141,s035,20
670141,s039,28
670141,s041,19
670142,s033,26
670142,s039,25
670143,s030,23
670143,s035,29
670143,s039,29
670144,s031,19
670145,s030,23
670145,s031,27
670145,s032,25
670145,s034,21
670145,s035,28
670145,s039,26
670146,s035,18
670146,s039,20
670146,s041,26
670147,s033,29
670147,s034,22
670148,s030,18
670148,s031,29
670148,s032,18
670148,s033,29
670148,s034,20
670148,s035,18
670148,s039,20
670148,s041,23
670149,s030,23
670149,s031,21
670149,s032,18
670149,s033,23
670149,s034,20
670149,s035,18
670149,s037,25
670149,s039,23
670149,s041,22
670150,s030,26
670150,s031,24
670150,s032,22
670150,s033,23
670150,s034,21
670150,s035,27
670150,s039,29
670150,s041,30
670151,s030,25
670151,s031,22
670151,s032,18
670151,s034,26
670151,s035,22
670152,s033,29
670152,s034,26
670152,s035,25
670152,s039,25
670153,s030,25
670153,s031,18
670153,s033,21
670153,s039,22
670153,s041,27
670154,s030,24
670154,s031,19
670154,s033,26
670154,s035,28
670154,s039,23
670154,s041,29
670155,s030,26
670155,s031,28
670155,s033,23
670155,s034,26
670155,s035,28
670156,s031,30
670156,s034,27
670157,s030,20
670157,s035,24
670157,s039,29
670158,s035,22
670158,s041,30
670159,s030,29
670159,s035,24
670159,s039,18
670160,s030,26
670161,s031,29
670161,s032,21
670161,s033,21
670162,s030,22
670162,s031,27
670162,s032,30
670162,s033,28
670162,s034,29
670162,s035,22
670162,s039,30
670162,s041,27
670163,s032,26
670163,s034,26
670163,s041,21
670164,s033,30
670164,s035,18
670165,s033,18
670165,s034,25
670165,s039,21
670165,s041,26
670166,s030,23
670166,s031,26
670166,s035,30
670166,s039,27
670167,s030,24
670167,s031,27
670167,s035,23
670167,s041,22
670168,s031,21
670168,s034,21
670169,s030,24
670169,s031,30
670169,s032,19
670169,s034,28
670169,s037,29
670170,s030,20
670170,s031,29
670170,s032,19
670170,s035,20
670171,s033,27
670171,s035,26
670171,s041,18
670172,s030,28
670172,s034,29
670173,s030,28
670173,s033,18
670173,s034,18
670173,s035,28
670173,s039,23
670173,s041,27
670174,s030,18
670174,s031,20
670174,s032,23
670174,s033,22
670174,s034,27
670174,s035,27
670174,s037,23
670174,s039,19
670174,s041,29
670175,s030,30
670175,s033,24
670175,s039,24
670176,s031,19
670176,s034,30
670176,s035,29
670176,s037,23
670177,s030,20
670177,s031,26
670177,s032,25
670177,s034,23
670178,s030,27
670178,s031,19
670178,s032,29
670178,s034,28
670179,s030,27
670179,s032,28
670179,s033,24
670179,s035,24
670179,s038,24
670179,s040,23
670179,s041,25
670180,s030,21
670180,s033,20
670180,s034,28
670181,s032,27
670181,s033,23
670181,s034,21
670182,s030,22
670182,s032,30
670182,s035,20
670183,s030,19
670183,s033,23
670183,s034,24
670184,s030,22
670184,s031,25
670184,s032,18
670184,s033,25
670184,s034,21
670184,s035,28
670184,s039,26
670184,s041,28
670185,s031,19
670185,s033,29
670185,s034,18
670185,s035,18
670185,s037,20
