Matricola,idSubject,Mark
670020,s024,27
670020,s023,24
670020,s020,18
670020,s006,23
670020,s013,19
670021,s010,18
670021,s011,24
670021,s007,29
670021,s006,27
670021,s013,27
670021,s016,28
670021,s009,20
670021,s003,28
670021,s002,27
670021,s001,24
670021,s017,23
670022,s027,21
670022,s026,20
670022,s020,22
670022,s018,23
670022,s011,29
670022,s008,30
670022,s010,27
670022,s006,23
670022,s003,19
670023,s027,30
670023,s018,19
670023,s001,24
670023,s016,23
670023,s028,24
670023,s013,26
670023,s014,25
670023,s004,27
670023,s003,21
670023,s024,30
670023,s026,22
670023,s010,21
670024,s006,19
670024,s013,26
670024,s016,23
670024,s019,25
670024,s010,19
670024,s027,24
670024,s011,27
670024,s012,25
670024,s014,20
670024,s018,20
670024,s021,24
670024,s022,19
670024,s023,26
670024,s024,25
670024,s002,30
670024,s003,19
670024,s004,27
670024,s005,23
670024,s009,20
670024,s008,29
670025,s020,19
670025,s019,25
670025,s018,28
670025,s017,25
670025,s004,18
670025,s007,19
670025,s009,29
670025,s011,27
670025,s014,30
670025,s016,26
670025,s003,27
670026,s027,21
670026,s023,22
670026,s026,21
670026,s020,25
670026,s007,20
670026,s017,30
670026,s014,28
670026,s011,21
670026,s006,20
670026,s005,29
670026,s004,22
670026,s003,20
670026,s002,19
670026,s018,29
670027,s018,30
670027,s029,30
670027,s002,30
670027,s023,30
670027,s024,22
670027,s019,21
670027,s016,30
670027,s014,24
670027,s012,30
670027,s011,25
670027,s006,19
670027,s005,23
670027,s004,22
670027,s003,21
670027,s010,18
670027,s026,30
670027,s001,30
670027,s007,24
670027,s013,25
670027,s015,27
670027,s025,28
670027,s017,26
670027,s020,27
670028,s028,27
670028,s027,25
670028,s026,19
670028,s024,30
670028,s016,19
670028,s013,20
670028,s012,25
670028,s005,21
670028,s004,23
670028,s019,24
670029,s002,19
670029,s003,28
670029,s004,25
670029,s008,20
670029,s006,22
670029,s012,25
670029,s014,18
670029,s018,27
670029,s019,27
670029,s021,28
670029,s025,22
670029,s009,18
670030,s001,18
670030,s004,27
670030,s006,28
670030,s008,29
670030,s012,24
670030,s013,30
670030,s017,27
670030,s021,22
670030,s002,25
670030,s016,29
670031,s027,19
670031,s021,30
670031,s016,30
670031,s015,20
670031,s011,28
670031,s010,26
670031,s012,22
670031,s005,28
670031,s004,22
670031,s003,27
670031,s001,20
670031,s008,22
670032,s016,30
670032,s026,22
670032,s025,20
670032,s020,24
670032,s017,24
670032,s014,27
670032,s007,30
670032,s009,19
670032,s005,29
670032,s003,20
670032,s027,24
670032,s011,30
670033,s018,30
670033,s019,28
670033,s012,25
670033,s024,19
670033,s017,22
670033,s022,29
670033,s014,26
670033,s008,20
670033,s011,19
670033,s010,18
670033,s009,22
670033,s001,23
670033,s013,25
670034,s008,27
670034,s019,20
670034,s017,23
670034,s013,20
670034,s010,18
670034,s009,18
670034,s004,19
670034,s020,24
670034,s003,26
670034,s002,28
670034,s006,27
670034,s027,19
670035,s018,30
670035,s025,19
670035,s017,28
670035,s021,20
670035,s014,23
670035,s008,18
670035,s010,20
670035,s007,28
670035,s005,30
670035,s002,24
670035,s026,29
670035,s013,20
670035,s027,29
670035,s004,29
670036,s008,28
670036,s002,22
670036,s004,26
670036,s005,22
670036,s006,22
670036,s011,27
670036,s012,25
670036,s015,20
670036,s014,20
670036,s017,26
670036,s021,19
670036,s023,18
670036,s026,28
670036,s016,28
670037,s012,29
670037,s011,21
670037,s010,19
670037,s006,28
670037,s014,21
670037,s004,20
670037,s018,28
670037,s005,25
670037,s019,21
670037,s016,29
670037,s002,22
670037,s003,19
670037,s022,25
670037,s023,20
670037,s024,30
670037,s029,25
670037,s027,23
670037,s025,27
670037,s008,27
670037,s001,26
670037,s007,27
670038,s008,24
670038,s006,28
670038,s003,28
670039,s008,27
670039,s026,21
670039,s025,20
670039,s024,29
670039,s022,30
670039,s017,29
670039,s016,27
670039,s014,20
670039,s027,29
670039,s018,26
670039,s006,26
670039,s003,30
670040,s019,25
670040,s014,19
670040,s017,23
670040,s018,18
670040,s008,21
670040,s020,27
670040,s012,18
670040,s011,29
670040,s001,23
670040,s003,27
670040,s004,28
670040,s007,28
670041,s023,19
670041,s027,20
670041,s001,19
670041,s006,19
670041,s008,23
670041,s010,23
670041,s011,18
670041,s014,26
670041,s026,29
670041,s017,28
670041,s019,18
670041,s020,19
670041,s025,24
670041,s016,26
670042,s002,19
670042,s007,19
670042,s003,22
670043,s007,18
670043,s006,27
670043,s002,27
670043,s011,18
670043,s014,25
670043,s020,29
670043,s026,30
670043,s027,25
670044,s026,30
670044,s024,19
670044,s023,27
670044,s020,25
670044,s018,21
670044,s017,21
670044,s004,26
670044,s011,30
670044,s015,26
670044,s001,25
670044,s014,30
670044,s005,18
670044,s003,21
670044,s010,18
670045,s001,26
670045,s002,26
670045,s003,22
670045,s004,24
670045,s005,28
670045,s009,30
670045,s010,29
670046,s027,21
670046,s023,28
670046,s020,28
670046,s019,28
670046,s016,28
670046,s010,28
670046,s009,30
670046,s008,22
670046,s007,28
670046,s001,25
670046,s014,24
670046,s011,19
670047,s002,27
670047,s003,30
670047,s004,22
670047,s005,24
670047,s008,21
670047,s009,20
670047,s010,29
670048,s027,19
670048,s026,29
670048,s010,19
670048,s023,18
670048,s024,30
670048,s029,29
670048,s002,26
670048,s014,21
670048,s012,23
670048,s011,28
670048,s006,30
670048,s005,27
670048,s004,29
670048,s003,26
670048,s022,22
670048,s018,22
670048,s019,27
670048,s016,25
670048,s009,18
670048,s013,22
670049,s014,21
670049,s027,21
670049,s023,22
670049,s020,24
670049,s019,25
670049,s018,23
670049,s017,18
670049,s015,26
670049,s013,24
670049,s010,21
670049,s009,19
670049,s008,27
670049,s007,30
670049,s005,26
670049,s001,19
670049,s003,18
670049,s002,24
670049,s012,23
670050,s024,29
670050,s023,23
670050,s022,21
670050,s014,20
670050,s012,29
670050,s006,27
670050,s009,28
670050,s008,22
670050,s004,26
670050,s003,20
670050,s001,25
670050,s011,24
670051,s004,28
670051,s005,26
670051,s008,23
670051,s013,25
670051,s012,26
670051,s019,18
670051,s020,22
670051,s011,22
670052,s010,28
670052,s009,18
670052,s007,26
670052,s006,29
670052,s002,19
670052,s001,28
670052,s004,24
670053,s023,20
670053,s002,29
670053,s019,24
670053,s024,21
670053,s029,24
670053,s003,22
670053,s004,22
670053,s005,23
670053,s006,30
670053,s010,18
670053,s011,30
670053,s012,28
670053,s014,21
670053,s016,22
670053,s018,30
670053,s028,29
670053,s008,18
670053,s009,26
670053,s013,22
670053,s017,20
670053,s026,24
670054,s018,19
670054,s017,23
670054,s014,30
670054,s011,21
670054,s010,20
670054,s009,30
670054,s003,22
670054,s001,24
670054,s025,21
670054,s027,18
670054,s020,29
670055,s024,25
670055,s028,19
670055,s023,26
670055,s004,22
670055,s019,22
670055,s002,21
670055,s003,27
670055,s005,25
670055,s006,19
670055,s010,22
670055,s011,30
670055,s012,22
670055,s014,20
670055,s021,29
670055,s016,22
670055,s018,22
670055,s026,21
670055,s007,26
670055,s008,26
670055,s013,24
670055,s015,21
670055,s017,27
670056,s027,30
670056,s006,24
670056,s004,24
670056,s026,21
670056,s020,21
670056,s018,22
670056,s016,27
670056,s013,20
670056,s011,28
670056,s009,20
670056,s003,22
670056,s007,28
670057,s015,29
670057,s003,18
670057,s017,19
670057,s027,21
670057,s023,25
670057,s019,28
670057,s018,21
670057,s020,25
670057,s005,22
670057,s006,20
670057,s009,24
670057,s013,18
670057,s014,23
670058,s012,23
670058,s023,18
670058,s027,24
670058,s010,20
670058,s020,20
670058,s026,23
670058,s005,19
670058,s024,21
670058,s009,20
670058,s008,18
670058,s006,27
670058,s002,19
670058,s019,27
670058,s025,29
670058,s018,18
670059,s007,27
670059,s014,21
670059,s009,19
670059,s021,22
670059,s018,22
670059,s010,21
670059,s011,27
670059,s006,29
670059,s013,26
670059,s004,20
670059,s001,18
670060,s005,22
670060,s001,26
670060,s007,28
670061,s020,18
670061,s026,18
670061,s027,20
670061,s019,27
670061,s024,25
670061,s015,29
670061,s014,27
670061,s007,26
670061,s016,26
670061,s017,27
670061,s018,19
670061,s004,22
670061,s010,28
670061,s006,23
670061,s003,25
670061,s005,30
670061,s008,19
670062,s012,20
670062,s014,18
670062,s016,20
670062,s018,22
670062,s019,29
670062,s011,27
670062,s010,29
670062,s006,20
670062,s005,18
670062,s004,29
670062,s003,25
670062,s002,27
670062,s021,28
670062,s029,28
670062,s024,20
670062,s023,19
670062,s001,22
670062,s027,28
670062,s026,28
670062,s025,24
670062,s017,23
670062,s013,18
670062,s009,23
670062,s008,20
670062,s007,21
670063,s002,29
670063,s004,28
670063,s005,26
670063,s026,21
670063,s025,22
670063,s019,29
670063,s029,30
670063,s015,19
670063,s014,23
670063,s006,19
670063,s001,30
670063,s016,18
670064,s020,20
670064,s004,29
670064,s005,24
670064,s006,22
670064,s008,30
670064,s010,19
670064,s014,29
670064,s016,29
670064,s018,28
670064,s019,29
670064,s003,27
670064,s025,23
670064,s027,28
670064,s026,28
670065,s002,28
670065,s005,29
670065,s009,21
670065,s010,29
670066,s020,23
670066,s019,18
670066,s016,21
670066,s013,19
670066,s010,27
670066,s009,23
670066,s008,25
670066,s005,21
670066,s004,21
670066,s002,22
670066,s001,25
670066,s007,24
670067,s001,21
670067,s006,29
670067,s007,26
670067,s008,21
670068,s025,26
670068,s018,24
670068,s004,27
670068,s021,19
670068,s002,24
670068,s005,23
670068,s024,18
670068,s010,22
670068,s011,18
670068,s012,21
670068,s006,30
670068,s014,22
670068,s015,30
670068,s016,25
670068,s017,25
670068,s019,20
670068,s013,29
670069,s006,22
670069,s007,28
670069,s008,21
670069,s010,29
670069,s005,18
670069,s014,22
670069,s016,18
670069,s001,24
670069,s017,25
670069,s020,30
670069,s019,27
670069,s018,23
670070,s005,22
670070,s012,22
670070,s003,29
670070,s011,26
670070,s010,24
670070,s006,18
670070,s004,21
670070,s002,19
670070,s025,21
670070,s020,30
670070,s014,25
670070,s008,29
670070,s016,18
670070,s019,21
670070,s018,19
670070,s023,18
670070,s024,24
670070,s028,21
670071,s010,20
670071,s009,25
670071,s006,30
670071,s004,29
670071,s003,23
670071,s001,20
670072,s022,23
670072,s012,27
670072,s014,29
670072,s018,22
670072,s005,29
670072,s019,27
670072,s004,21
670072,s016,19
670072,s002,25
670072,s010,28
670072,s011,24
670072,s003,19
670072,s006,30
670072,s023,19
670072,s024,22
670072,s028,27
670072,s009,28
670072,s007,23
670072,s001,29
670072,s015,20
670072,s025,20
670073,s022,29
670073,s019,30
670073,s018,28
670073,s016,25
670073,s014,23
670073,s010,27
670073,s002,21
670073,s005,26
670074,s013,20
670074,s011,18
670074,s010,21
670074,s009,19
670074,s008,25
670074,s007,20
670074,s003,28
670074,s001,25
670074,s020,21
670074,s024,27
670074,s014,30
670074,s027,21
670074,s017,19
670075,s002,23
670075,s026,23
670075,s023,25
670075,s021,22
670075,s006,23
670075,s024,28
670075,s007,23
670075,s008,19
670075,s009,21
670075,s014,30
670075,s013,26
670075,s012,24
670075,s017,28
670076,s014,19
670076,s010,26
670076,s011,28
670076,s012,22
670076,s016,28
670076,s006,22
670076,s019,18
670076,s005,22
670076,s029,25
670076,s028,21
670076,s024,27
670076,s018,18
670076,s004,30
670076,s003,26
670076,s002,30
670076,s023,28
670076,s025,29
670076,s017,24
670076,s007,23
670076,s001,24
670076,s027,30
670076,s026,18
670077,s017,25
670077,s001,24
670077,s025,20
670077,s024,24
670077,s016,18
670077,s020,18
670077,s010,29
670077,s018,20
670077,s004,30
670077,s005,28
670077,s006,23
670077,s012,29
670078,s008,20
670078,s005,22
670078,s004,23
670078,s003,23
670078,s009,22
670078,s006,23
670079,s009,23
670079,s002,20
670079,s001,20
670079,s017,24
670079,s016,19
670079,s021,21
670079,s010,30
670079,s007,25
670079,s005,19
670079,s003,24
670079,s013,27
670080,s018,29
670080,s026,30
670080,s025,20
670080,s024,26
670080,s020,21
670080,s016,24
670080,s011,28
670080,s014,25
670080,s010,20
670080,s008,30
670080,s005,21
670080,s004,21
670080,s003,24
670080,s015,28
670081,s022,29
670081,s002,23
670081,s008,24
670081,s012,25
670081,s016,26
670081,s017,30
670081,s004,26
670081,s018,27
670081,s019,30
670082,s020,23
670082,s018,29
670082,s013,28
670082,s011,26
670082,s009,20
670082,s008,30
670082,s002,29
670082,s006,18
670082,s004,24
670082,s005,19
670083,s006,30
670083,s016,22
670083,s005,28
670083,s007,22
670083,s002,30
670083,s009,29
670083,s003,22
670083,s014,26
670083,s021,29
670083,s001,27
670083,s013,24
670083,s015,28
670084,s006,20
670084,s005,21
670084,s002,30
670084,s001,19
670085,s016,29
670085,s004,25
670085,s020,26
670085,s009,24
670085,s010,29
670085,s013,23
670085,s012,23
670085,s024,23
670085,s005,28
670085,s003,26
670085,s025,27
670085,s027,30
670085,s002,24
670086,s003,21
670086,s027,22
670086,s026,30
670086,s025,27
670086,s024,25
670086,s021,21
670086,s018,22
670086,s017,27
670086,s016,19
670086,s014,21
670086,s023,23
670086,s012,23
670086,s010,22
670086,s009,22
670086,s008,21
670086,s005,30
670086,s004,26
670086,s002,19
670086,s001,23
670086,s013,28
670087,s002,21
670087,s003,19
670087,s004,30
670087,s005,20
670087,s006,27
670087,s010,24
670087,s011,29
670087,s019,21
670087,s014,18
670087,s016,25
670087,s018,22
670087,s021,25
670087,s023,23
670087,s012,20
670087,s009,23
670087,s008,29
670087,s007,28
670087,s013,28
670087,s015,20
670087,s020,28
670087,s024,23
670087,s026,24
670087,s025,19
670088,s009,24
670088,s005,29
670088,s004,24
670088,s001,29
670088,s010,25
670089,s010,27
670089,s003,28
670089,s007,24
670089,s008,30
670090,s014,21
670090,s009,28
670090,s008,29
670090,s005,29
670090,s003,29
670090,s020,28
670090,s002,18
670090,s001,26
670090,s015,20
670090,s018,26
670091,s012,25
670091,s008,21
670091,s009,25
670091,s010,27
670091,s011,19
670091,s026,24
670091,s025,25
670091,s024,19
670091,s006,25
670091,s004,18
670091,s027,26
670091,s001,26
670091,s014,30
670091,s003,18
670091,s020,18
670092,s003,26
670092,s004,21
670092,s006,19
670092,s007,18
670092,s008,22
670092,s009,24
670093,s003,20
670093,s004,19
670094,s024,21
670094,s005,28
670094,s007,20
670094,s010,25
670094,s013,29
670094,s014,27
670094,s015,27
670094,s017,30
670094,s020,20
670094,s025,30
670094,s003,18
670095,s027,26
670095,s026,26
670095,s020,23
670095,s018,22
670095,s017,19
670095,s019,27
670095,s015,19
670095,s005,26
670095,s013,20
670095,s012,20
670095,s009,28
670095,s016,28
670096,s008,19
670096,s007,29
670096,s006,25
670096,s004,24
670096,s003,19
670096,s001,20
670096,s005,27
670097,s021,26
670097,s019,25
670097,s014,19
670097,s017,30
670097,s015,29
670097,s013,24
670097,s004,21
670097,s011,26
670097,s008,20
670097,s007,25
670097,s005,25
670097,s003,18
670097,s001,22
670097,s012,26
670098,s022,24
670098,s019,28
670098,s018,30
670098,s016,25
670098,s024,21
670098,s028,25
670098,s010,23
670098,s012,25
670098,s011,30
670098,s006,18
670098,s005,30
670098,s004,19
670098,s003,20
670098,s002,20
670098,s014,23
670098,s023,19
670098,s008,26
670098,s013,24
670098,s015,19
670098,s027,29
670099,s027,24
670099,s001,20
670099,s003,26
670099,s006,18
670099,s008,26
670099,s009,24
670099,s010,30
670099,s016,24
670099,s020,29
670099,s013,30
670100,s006,22
670100,s003,20
670100,s028,23
670100,s019,19
670100,s016,24
670100,s014,20
670100,s012,24
670100,s010,30
670100,s005,30
670100,s004,18
670101,s009,26
670101,s010,26
670101,s013,30
670101,s014,22
670101,s018,25
670101,s017,23
670101,s020,25
670101,s023,23
670101,s007,21
670101,s025,19
670101,s027,19
670101,s004,19
670101,s019,20
670101,s024,19
670102,s011,27
670102,s003,23
670102,s004,19
670102,s027,18
670102,s026,20
670102,s025,22
670102,s023,25
670102,s020,29
670102,s016,18
670102,s006,19
670103,s021,18
670103,s017,21
670103,s018,20
670103,s002,20
670103,s003,30
670103,s005,18
670103,s007,25
670103,s008,21
670103,s010,27
670103,s012,21
670103,s013,20
670103,s014,30
670103,s016,22
670104,s003,22
670104,s005,22
670104,s006,21
670104,s008,26
670104,s010,30
670104,s013,20
670104,s014,30
670104,s016,24
670104,s019,30
670104,s020,18
670104,s009,18
670105,s022,29
670105,s024,27
670105,s018,27
670105,s014,22
670105,s006,19
670105,s008,28
670105,s007,20
670105,s004,27
670105,s013,18
670105,s019,29
670105,s005,24
670106,s016,18
670106,s023,30
670106,s021,26
670106,s017,19
670106,s026,23
670106,s014,19
670106,s010,24
670106,s009,18
670106,s007,27
670106,s005,28
670106,s004,22
670106,s002,20
670106,s027,26
670106,s024,26
670106,s025,29
670107,s014,18
670107,s024,28
670107,s023,29
670107,s022,20
670107,s019,19
670107,s018,28
670107,s016,24
670107,s006,28
670107,s010,20
670107,s011,21
670107,s012,20
670107,s003,22
670107,s005,25
670107,s004,21
670107,s002,25
670107,s029,19
670107,s009,23
670107,s027,27
670107,s026,22
670108,s017,29
670108,s024,30
670108,s021,18
670108,s023,19
670108,s016,22
670108,s026,23
670108,s018,29
670108,s014,20
670108,s025,26
670108,s013,29
670108,s012,27
670108,s011,18
670108,s010,26
670108,s008,24
670108,s007,28
670108,s001,21
670109,s003,18
670109,s002,20
670109,s011,29
670109,s004,25
670109,s005,19
670109,s006,25
670109,s010,25
670109,s012,30
670109,s014,20
670109,s016,24
670109,s018,25
670109,s019,30
670109,s022,21
670109,s023,26
670109,s024,18
670109,s029,19
670109,s009,21
670109,s027,20
670109,s017,28
670110,s018,26
670110,s024,18
670110,s023,18
670110,s022,20
670110,s019,18
670110,s016,27
670110,s003,30
670110,s012,20
670110,s011,27
670110,s010,26
670110,s006,29
670110,s005,28
670110,s002,27
670110,s004,29
670110,s014,26
670110,s020,18
670110,s026,27
670110,s027,21
670110,s013,26
670110,s001,27
670110,s009,22
670110,s008,27
670110,s007,25
670111,s001,27
670111,s008,28
670111,s007,28
670111,s004,18
670112,s012,24
670112,s019,21
670112,s018,23
670112,s014,25
670112,s020,20
670112,s006,23
670112,s007,27
670112,s008,26
670112,s009,20
670112,s011,20
670112,s016,26
670112,s004,27
670112,s003,27
670113,s008,27
670113,s007,18
670113,s006,28
670113,s004,20
670113,s003,20
670113,s016,19
670113,s013,25
670113,s018,30
670113,s020,19
670113,s002,20
670113,s011,22
670113,s012,23
670113,s009,24
670114,s002,21
670114,s003,21
670114,s018,27
670114,s019,23
670114,s021,18
670114,s005,30
670114,s004,22
670114,s022,29
670114,s023,22
670114,s014,24
670114,s016,24
670114,s011,28
670114,s012,24
670114,s001,26
670114,s006,24
670114,s010,18
670114,s026,18
670114,s009,29
670114,s007,24
670114,s027,23
670114,s024,18
670115,s012,27
670115,s021,26
670115,s002,23
670115,s004,29
670115,s005,29
670115,s006,19
670115,s010,28
670115,s014,28
670115,s016,25
670115,s029,22
670115,s024,26
670115,s023,26
670115,s018,28
670115,s019,30
670115,s011,24
670115,s003,23
670115,s015,27
670115,s008,30
670115,s026,22
670115,s009,20
670116,s006,21
670116,s001,26
670116,s026,27
670116,s025,19
670116,s024,29
670116,s023,23
670116,s021,26
670116,s019,18
670116,s018,30
670116,s014,21
670116,s011,18
670116,s004,24
670116,s003,29
670116,s002,24
670116,s005,29
670116,s010,18
670116,s012,21
670116,s016,25
670116,s022,24
670116,s008,25
670116,s009,21
670117,s006,26
670117,s001,27
670117,s002,28
670117,s004,30
670117,s005,23
670118,s007,26
670118,s002,29
670118,s006,25
670118,s019,21
670118,s018,27
670118,s008,23
670118,s011,23
670118,s013,26
670118,s027,28
670118,s026,18
670118,s020,30
670118,s005,24
670118,s014,26
670118,s017,25
670118,s015,21
670119,s005,20
670119,s001,24
670119,s003,26
670119,s004,19
670119,s009,28
670119,s010,26
670120,s016,23
670120,s010,18
670120,s001,24
670120,s002,29
670120,s003,24
670120,s006,26
670120,s007,30
670120,s008,29
670120,s009,24
670120,s011,25
670120,s014,18
670120,s012,30
670121,s010,23
670121,s027,26
670121,s025,25
670121,s011,21
670121,s020,21
670121,s023,26
670121,s017,23
670121,s018,23
670121,s007,20
670121,s004,24
670121,s009,28
670121,s014,24
670121,s013,19
670121,s012,27
670121,s019,19
670121,s016,25
670122,s020,24
670122,s026,23
670122,s025,19
670122,s023,20
670122,s018,30
670122,s011,27
670122,s016,23
670122,s014,30
670122,s010,30
670122,s009,20
670122,s008,29
670122,s007,24
670122,s006,29
670122,s005,21
670122,s003,21
670122,s002,21
670122,s017,25
670123,s014,28
670123,s022,19
670123,s003,23
670123,s002,29
670123,s023,30
670123,s024,20
670123,s029,18
670123,s018,21
670123,s016,24
670123,s005,21
670123,s004,21
670123,s006,23
670123,s010,22
670123,s012,22
670123,s011,28
670123,s019,24
670123,s001,22
670123,s007,24
670123,s008,27
670123,s013,26
670123,s015,29
670123,s017,18
670123,s025,21
670123,s026,28
670124,s008,21
670124,s006,25
670124,s015,18
670124,s018,28
670124,s022,27
670124,s005,20
670124,s003,18
670124,s001,19
670124,s011,27
670124,s017,30
670125,s003,19
670125,s008,18
670125,s009,18
670125,s010,19
670125,s012,18
670125,s017,20
670125,s019,23
670125,s021,27
670125,s002,29
670125,s001,21
670125,s007,19
670125,s006,23
670126,s020,26
670126,s013,29
670126,s011,30
670126,s010,29
670126,s008,27
670126,s004,29
670126,s002,28
670126,s001,18
670127,s004,27
670127,s005,24
670127,s006,22
670127,s010,21
670127,s012,24
670127,s023,29
670127,s024,30
670127,s022,29
670127,s019,25
670127,s018,28
670127,s029,28
670127,s002,18
670127,s011,25
670127,s003,20
670127,s016,29
670127,s014,26
670127,s025,29
670127,s017,28
670127,s027,25
670127,s007,25
670127,s009,20
670127,s013,19
670128,s022,24
670128,s011,30
670128,s004,26
670128,s007,23
670128,s009,23
670128,s012,29
670128,s024,26
670128,s016,18
670128,s019,24
670128,s027,26
670128,s014,18
670128,s025,26
670128,s026,23
670129,s004,26
670129,s008,26
670129,s009,20
670129,s010,22
670129,s014,29
670129,s016,30
670129,s020,27
670130,s027,28
670130,s026,19
670130,s024,19
670130,s023,20
670130,s017,19
670130,s013,20
670130,s008,19
670130,s007,28
670130,s002,25
670130,s022,29
670130,s011,27
670131,s001,25
670131,s003,23
670131,s004,25
670131,s006,26
670131,s008,28
670131,s009,26
670131,s016,18
670131,s010,24
670131,s018,27
670131,s019,20
670131,s021,28
670132,s008,22
670132,s009,23
670132,s005,18
670132,s003,23
670132,s002,23
670132,s001,20
670132,s006,21
670133,s003,25
670133,s002,29
670133,s001,23
670133,s005,19
670133,s008,25
670133,s010,21
670134,s024,19
670134,s004,23
670134,s006,26
670134,s027,28
670134,s008,29
670134,s011,29
670134,s014,26
670134,s016,26
670134,s018,24
670134,s021,27
670134,s002,22
670134,s007,19
670135,s017,27
670135,s015,20
670135,s012,22
670135,s014,20
670135,s018,21
670135,s004,24
670135,s019,21
670135,s020,25
670135,s023,30
670135,s025,21
670135,s027,18
670135,s006,26
670135,s005,30
670136,s002,18
670136,s024,29
670136,s023,22
670136,s022,23
670136,s021,29
670136,s019,21
670136,s018,24
670136,s016,21
670136,s014,20
670136,s012,22
670136,s011,22
670136,s010,23
670136,s006,19
670136,s005,23
670136,s004,23
670136,s003,21
670136,s027,22
670136,s026,20
670136,s015,27
670136,s017,21
670136,s007,27
670137,s006,27
670137,s010,23
670137,s003,28
670138,s001,27
670138,s003,28
670138,s004,27
670138,s006,19
670138,s008,18
670138,s011,20
670138,s016,25
670138,s020,29
670138,s010,23
670139,s004,23
670139,s005,21
670139,s006,30
670139,s007,30
670139,s011,19
670139,s013,29
670139,s017,25
670139,s018,24
670139,s019,24
670139,s020,30
670140,s015,24
670140,s018,28
670140,s020,25
